date,title,amount
2026-05-16,Passaro Marron,65.35
2026-05-16,Jim.Com* Lanchonete e,18.00
2026-05-16,Dl *Uberrides,13.98
2026-05-15,Dl *Uberrides,12.95
2026-05-15,Mp *Cantina,11.00
2026-05-14,Conta Vivo,101.00
2026-05-14,Dl *Uberrides,13.96
2026-05-13,Ligiamarciadesous,11.00
2026-05-13,Dl*Uberrides,12.96
2026-05-13,Gr Servicos e Alimenta,5.00
2026-05-13,Ec *Melimais,9.90
2026-05-13,Vittorio Romano,44.90
2026-05-12,Mp *Cantina,11.00
2026-05-12,Bmb *Sabesp,256.55
2026-05-12,Dl *Uberrides,12.94
2026-05-11,Essencia da Mantique,24.00
2026-05-11,Oxxo Fisher,101.28
2026-05-11,Pizzariae,89.80
2026-05-11,Jim.Com* Mountain Soc,106.00
2026-05-10,Parcelamento de Compra - Emporio Azuki Azuki F - 1/3,84.43
2026-05-10,Pagamento recebido,-716.90
2026-05-10,Desconto Antecipação Cea Wps 270 Ecpc,-0.71
2026-05-10,Desconto Antecipação Mp *Orion,-1.13
2026-05-10,63456716fabiana,39.00
2026-05-10,Desconto Antecipação Cea Wps 270 Ecpc,-1.17
2026-05-10,Cea Wps 270 Ecpc - Parcela 2/2,139.97
2026-05-10,Mp *Orion - Parcela 12/12,134.99
2026-05-10,Cea Wps 270 Ecpc - Parcela 2/2,84.99
2026-05-08,Padariae,18.50
2026-05-08,Bar e Restaurante Cent,44.00
2026-05-08,Dl *Uberrides,11.94
2026-05-08,Passaro Marron,9.95
2026-05-08,Fruta & Cia,20.80
2026-05-08,Microsoft*Microsoft,51.00
2026-05-08,Dl *Uberrides,13.95
2026-05-07,Popeyes,40.90
2026-05-07,Dl *Uberrides,52.95
2026-05-07,Dl*Uberrides,23.93
2026-05-07,Lanchonete Sulina,67.47
2026-05-07,Rp 01 Conveniencia San,33.97
2026-05-07,Dl *Uberrides,36.93
2026-05-07,Openai *Chatgpt Subscr,104.01
2026-05-07,"IOF de ""Openai *Chatgpt Subscr""",3.64
2026-05-07,Fruta & Cia,11.87
2026-05-07,Fruta & Cia,21.17
2026-05-07,Dl *Uberrides,20.93
2026-05-06,Blenz Cafe,23.30
2026-05-06,Mei Mei West Plaza Com,49.60
2026-05-06,Teddy Toys Administrac,25.00
2026-05-06,Daiso Brasil,112.48
2026-05-06,Gos Gastronomia,64.00
2026-05-06,Fruta & Cia,5.00
2026-05-06,Cea Wps 270 Ecpc - Parcela 1/2,139.98
2026-05-06,Pagamento recebido,-4151.68
2026-05-06,Cea Wps 270 Ecpc - Parcela 1/2,84.99
2026-05-05,Mercado da Vila,62.18
2026-05-04,Afonso Marinho de Alca,14.00
2026-05-04,Lidia Kanda,28.00
2026-05-04,Floricultura Sacolao,15.00
2026-05-04,Barraca do Claudio,10.00
2026-05-04,Bar e Lanches Estadao,35.00
2026-05-03,Zuumelycomercial - Parcela 2/4,97.49
2026-05-03,Grupo Casas Bahia - Parcela 4/10,254.68
2026-05-03,Pix no Crédito - Paulo Roberto Tiburcio - 3/3,12.09
2026-05-03,Shopee *Shpstecnologia - Parcela 4/10,25.49
2026-05-03,Pix no Crédito - Paulo Roberto Tiburcio - 3/3,13.12
2026-05-03,Pg *Universal Music St - Parcela 5/10,11.39
2026-05-03,Parcelamento de Compra - Net Pgt*Fatura Claro - 2/8,40.23
2026-05-03,Mercadolivre*Mercadol - Parcela 3/3,56.28
2026-05-03,Shopee *Shpstecnologia - Parcela 4/10,25.49
2026-05-03,Manual Saude Brasil - Parcela 3/6,40.50
2026-05-03,Htm*Web Treinamentos - Parcela 3/8,8.28
2026-05-03,Pix no Crédito - Paulo Roberto Tiburcio - 3/3,12.07
2026-05-03,Mercadolivre*Mercadoli - Parcela 2/2,20.95
2026-05-03,Pix no Crédito - PAULO ROBERTO TIBURCIO - 2/3,12.16
2026-05-03,Mercadolivre*Mercadol - Parcela 2/10,119.89
2026-05-03,Mercadolivre*Cefashio - Parcela 2/2,23.50
2026-05-03,Mercado*Mercadolivre - Parcela 2/6,36.33
2026-05-03,Passaro Marron - Parcela 2/3,22.43
2026-05-03,Mercadolivre*Alan - Parcela 6/6,22.15
2026-05-03,Pix no Crédito - PAULO ROBERTO TIBURCIO - 2/3,12.15
2026-05-03,Mercadolivre*Invicto - Parcela 2/2,17.55
2026-05-03,Mp *Orion - Parcela 11/12,134.99
2026-05-03,Minuto Pa,32.27
2026-05-03,Shopee *Supercheto - Parcela 2/9,24.86
2026-05-03,Pix no Crédito - PAULO ROBERTO TIBURCIO - 2/3,12.13
